run_dir,seed,width,radius,ticks,mutation_rate,inserted_count,successful_exit,invariant_failures,conserved,max_conservation_residual,manifest_override_count,protocol_matches_candidate,max_exact_count,max_near_count,max_opcode_count,max_exact_fraction,max_near_fraction,max_opcode_fraction,final_snapshot_tick,final_exact_count,final_near_count,final_opcode_count,final_exact_fraction,final_near_fraction,final_opcode_fraction,family_increased,family_reached_50pct,family_reached_90pct
sweeps/phase2_parasite_positive_control/mechanics/seed_202608269,202608269,8,4,100,0.0,16,True,0,True,0,16,True,32,32,51,0.6274509803921569,0.6274509803921569,1.0,99,22,22,51,0.43137254901960786,0.43137254901960786,1.0,True,True,False
