epoch,elapsed_seconds,character_reads,byte_entropy,brotli_size,compressed_bpb,high_order_entropy
1,1.9270799171645194,39945079,7.999973652654976,8388751,8.000136375427246,-0.00016272277227002974
129,3.1617842921987176,4708054272,7.998566862681157,8210159,7.829817771911621,0.16874909076953593
257,4.372908667195588,9247826258,7.9951732460997675,8100466,7.72520637512207,0.2699668709776972
385,5.564122792100534,13722479792,7.989685883867542,8032467,7.660357475280762,0.3293284085867807
513,6.747721709078178,18159073217,7.982214624577809,7990712,7.620536804199219,0.3616778203785902
641,7.97654900001362,22562285127,7.973280110421065,7969538,7.600343704223633,0.3729364061974323
769,9.222931834170595,26938737788,7.961500715196218,7958831,7.590132713317871,0.37136800187834673
897,10.435079667018726,31289593413,7.949012145599237,7951909,7.583531379699707,0.36548076589953027
1025,11.652518625138327,35685040224,7.935426474548593,7938654,7.570890426635742,0.36453604791285077
1153,12.863712958991528,40103698801,7.921092133553568,7942945,7.574982643127441,0.3461094904261266
1281,14.08195637515746,44559376298,7.906040566560092,7943969,7.575959205627441,0.3300813609326507
1409,15.334265834186226,49057185775,7.889143128509177,7935136,7.567535400390625,0.3216077281185523
1537,16.593086667126045,53590591586,7.87278012801783,7929789,7.562436103820801,0.310344024197029
1665,17.860792292049155,58130278015,7.856577299641361,7927240,7.560005187988281,0.29657211165307995
1793,19.15769208408892,62719639069,7.840813591434107,7921478,7.554510116577148,0.2863034748569584
1921,20.47736233402975,67387534271,7.825320013464342,7913651,7.547045707702637,0.2782743057617054
2049,21.798137624980882,72109183031,7.808503622313928,7911790,7.545270919799805,0.2632327025141237
2177,23.14001070917584,76892899391,7.792149539285022,7900584,7.534584045410156,0.25756549387486594
2305,24.51145250000991,81793756032,7.7750737022035565,7893387,7.5277204513549805,0.24735325084857607
2433,25.92406191700138,87001275232,6.198711480335387,4583222,4.370901107788086,1.827810372547301
2561,27.631993249990046,94149162307,5.89604958676529,5425278,5.173948287963867,0.722101298801423
2689,29.549395292066038,102447392815,5.981041438502357,5798850,5.530214309692383,0.45082712880997455
2817,31.84371425001882,113329994995,5.637002642895553,3254083,3.103335380554199,2.5336672623413534
2945,40.6644394590985,168869615267,5.396012562971503,1334121,1.2723169326782227,4.12369563029328
3073,50.80678525008261,232175910660,5.512941233131926,1428223,1.3620595932006836,4.150881639931242
3201,60.77244612504728,294868978474,5.649197141182979,1454234,1.3868656158447266,4.2623315253382525
3329,70.91591720911674,357023704416,5.7737409341382255,1468840,1.4007949829101562,4.372945951228069
3457,80.95539979217574,417785051916,5.894016674082582,1461126,1.3934383392333984,4.500578334849184
3585,90.3627247500699,476742723089,5.997185021971978,1452374,1.385091781616211,4.612093240355767
3713,99.89369283406995,533884056745,6.096392605900263,1484275,1.4155149459838867,4.680877659916376
3841,109.32945812516846,590653415820,6.184996667700348,1475079,1.4067449569702148,4.778251710730133
3969,118.74900775006972,647643763876,6.25241900845692,1472799,1.4045705795288086,4.847848428928112
4097,127.93732912512496,704867742983,6.333909073836882,1467720,1.3997268676757812,4.9341822061611005
4225,136.99812316708267,760753172514,6.3975122027657365,1478227,1.4097471237182617,4.987765079047475
4353,145.74253791710362,815542713622,6.466876691445509,1496750,1.4274120330810547,5.039464658364454
4481,154.80543775018305,870660392978,6.5282599282185405,1513233,1.443131446838379,5.085128481380162
4609,164.0927702500485,925304091061,6.590474480826188,1522665,1.4521265029907227,5.1383479778354655
4737,173.22973454208113,981004768201,6.653734217627379,1527497,1.4567346572875977,5.196999560339782
4865,182.16825070907362,1037278233970,6.68994783760318,1509735,1.4397954940795898,5.25015234352359
4993,191.09184183413163,1093219307154,6.72768493877057,1511400,1.4413833618164062,5.2863015769541635
5121,200.2011611671187,1148954622665,6.765859860409835,1503234,1.4335956573486328,5.332264203061202
5249,209.04935641703196,1204351724606,6.817486407001297,1496592,1.4272613525390625,5.390225054462235
5377,218.1142077089753,1260197365695,6.851989136607599,1512205,1.4421510696411133,5.409838066966485
