endpoint,mean,median,bootstrap_lower,bootstrap_upper,raw_p,holm_p
stopped_final,0.04309722522368116,0.04113841026553386,0.0400447131730088,0.04635919843939431,0.0009765625,0.001953125
continued_minus_stopped,0.04586097513908004,0.046851817122475214,0.040967432008247956,0.050633427611090624,0.0009765625,0.001953125
