epoch,elapsed_seconds,character_reads,byte_entropy,brotli_size,compressed_bpb,high_order_entropy
1,1.9456614169757813,40447179,7.999974177144236,8388899,8.000277519226074,-0.0003033420818381316
129,3.1421971248928457,4802399711,7.998579783268229,8214438,7.833898544311523,0.16468123895670583
257,4.311924749985337,9465800831,7.995133631351459,8115953,7.739975929260254,0.25515770209120525
385,5.503593791974708,14097429782,7.98930238298428,8049323,7.6764326095581055,0.3128697734261747
513,6.693231707904488,18665008738,7.981827290350757,8006792,7.635871887207031,0.3459554031437255
641,7.854935042094439,23179270559,7.973542346602822,7984640,7.61474609375,0.35879625285282213
769,9.071574500063434,27664862514,7.963446792465826,7975574,7.606100082397461,0.3573467100683647
897,10.273382457904518,32120290698,7.951954883520896,7971704,7.602409362792969,0.34954552072792744
1025,11.438563500065356,36557134980,7.940226115660828,7962477,7.593609809875488,0.3466163057853393
1153,12.669200167059898,40941075350,7.9262683731235795,7950715,7.582392692565918,0.3438756805576615
1281,13.887555208057165,45293174139,7.911892749265073,7948798,7.580564498901367,0.33132825036370583
1409,15.123491167090833,49660633970,7.897162630380574,7938803,7.571032524108887,0.3261301062716875
1537,16.32888470799662,54030519862,7.8826594139708845,7932168,7.564704895019531,0.3179545189513533
1665,17.565803125035018,58433565151,7.865259850238519,7923267,7.556216239929199,0.3090436103093195
1793,18.78501387499273,62935205769,7.846944795967577,7914987,7.5483198165893555,0.2986249793782214
1921,20.008498624898493,67506455643,7.830794410012084,7910452,7.543994903564453,0.28679950644763075
2049,21.244263666914776,72164887072,7.812636686097429,7894631,7.52890682220459,0.28372986389283916
2177,22.495853791944683,76914240684,7.795036257216773,7882376,7.517219543457031,0.2778167137597416
2305,23.773515125038102,81740557170,7.780015901495028,7883850,7.518625259399414,0.2613906420956136
2433,25.174695667112246,86655909769,7.762505797287223,7882095,7.516951560974121,0.2455542363131018
2561,26.52713375003077,91646903877,7.746346940449133,7884762,7.519495010375977,0.22685193007315618
