seed,run_dir,tick,total_count,ancestry_count,ancestry_fraction,family_species_count
202608324,experiments/stringmol/runs/global-positive-control/mixed/seed_202608324,7000,656,655,0.9984756097560976,430
202608324,experiments/stringmol/runs/global-positive-control/mixed/seed_202608324,7100,633,632,0.9984202211690363,430
202608324,experiments/stringmol/runs/global-positive-control/mixed/seed_202608324,7200,615,614,0.9983739837398374,430
202608324,experiments/stringmol/runs/global-positive-control/mixed/seed_202608324,7300,578,577,0.9982698961937716,430
202608324,experiments/stringmol/runs/global-positive-control/mixed/seed_202608324,7400,546,545,0.9981684981684982,430
202608324,experiments/stringmol/runs/global-positive-control/mixed/seed_202608324,7500,507,506,0.9980276134122288,430
202608324,experiments/stringmol/runs/global-positive-control/mixed/seed_202608324,7600,476,475,0.9978991596638656,430
202608324,experiments/stringmol/runs/global-positive-control/mixed/seed_202608324,7700,459,458,0.9978213507625272,430
202608324,experiments/stringmol/runs/global-positive-control/mixed/seed_202608324,7800,439,438,0.9977220956719818,430
202608324,experiments/stringmol/runs/global-positive-control/mixed/seed_202608324,7900,413,412,0.9975786924939467,430
202608324,experiments/stringmol/runs/global-positive-control/mixed/seed_202608324,8000,388,387,0.9974226804123711,430
202608324,experiments/stringmol/runs/global-positive-control/mixed/seed_202608324,8100,370,369,0.9972972972972973,430
202608324,experiments/stringmol/runs/global-positive-control/mixed/seed_202608324,8200,352,351,0.9971590909090909,430
202608324,experiments/stringmol/runs/global-positive-control/mixed/seed_202608324,8300,336,335,0.9970238095238095,430
202608324,experiments/stringmol/runs/global-positive-control/mixed/seed_202608324,8400,319,318,0.9968652037617555,430
202608324,experiments/stringmol/runs/global-positive-control/mixed/seed_202608324,8500,298,297,0.9966442953020134,430
202608324,experiments/stringmol/runs/global-positive-control/mixed/seed_202608324,8600,271,270,0.996309963099631,430
202608324,experiments/stringmol/runs/global-positive-control/mixed/seed_202608324,8700,255,254,0.996078431372549,430
202608324,experiments/stringmol/runs/global-positive-control/mixed/seed_202608324,8800,253,252,0.9960474308300395,430
202608324,experiments/stringmol/runs/global-positive-control/mixed/seed_202608324,8900,243,242,0.9958847736625515,430
202608324,experiments/stringmol/runs/global-positive-control/mixed/seed_202608324,9000,225,224,0.9955555555555555,430
202608324,experiments/stringmol/runs/global-positive-control/mixed/seed_202608324,9100,212,211,0.9952830188679245,430
202608324,experiments/stringmol/runs/global-positive-control/mixed/seed_202608324,9200,208,207,0.9951923076923077,430
202608324,experiments/stringmol/runs/global-positive-control/mixed/seed_202608324,9300,199,198,0.9949748743718593,430
202608324,experiments/stringmol/runs/global-positive-control/mixed/seed_202608324,9400,182,181,0.9945054945054945,430
202608324,experiments/stringmol/runs/global-positive-control/mixed/seed_202608324,9500,170,169,0.9941176470588236,430
202608324,experiments/stringmol/runs/global-positive-control/mixed/seed_202608324,9600,166,165,0.9939759036144579,430
202608324,experiments/stringmol/runs/global-positive-control/mixed/seed_202608324,9700,160,159,0.99375,430
202608324,experiments/stringmol/runs/global-positive-control/mixed/seed_202608324,9800,152,151,0.993421052631579,430
202608324,experiments/stringmol/runs/global-positive-control/mixed/seed_202608324,9900,148,147,0.9932432432432432,430
202608325,experiments/stringmol/runs/global-positive-control/mixed/seed_202608325,0,150,10,0.06666666666666667,146
202608325,experiments/stringmol/runs/global-positive-control/mixed/seed_202608325,100,142,10,0.07042253521126761,146
202608325,experiments/stringmol/runs/global-positive-control/mixed/seed_202608325,200,148,20,0.13513513513513514,146
202608325,experiments/stringmol/runs/global-positive-control/mixed/seed_202608325,300,205,20,0.0975609756097561,146
202608325,experiments/stringmol/runs/global-positive-control/mixed/seed_202608325,400,203,26,0.12807881773399016,146
202608325,experiments/stringmol/runs/global-positive-control/mixed/seed_202608325,500,284,34,0.11971830985915492,146
202608325,experiments/stringmol/runs/global-positive-control/mixed/seed_202608325,600,293,48,0.16382252559726962,146
202608325,experiments/stringmol/runs/global-positive-control/mixed/seed_202608325,700,373,59,0.1581769436997319,146
202608325,experiments/stringmol/runs/global-positive-control/mixed/seed_202608325,800,362,69,0.19060773480662985,146
202608325,experiments/stringmol/runs/global-positive-control/mixed/seed_202608325,900,396,103,0.2601010101010101,146
202608325,experiments/stringmol/runs/global-positive-control/mixed/seed_202608325,1000,508,113,0.22244094488188976,146
202608325,experiments/stringmol/runs/global-positive-control/mixed/seed_202608325,1100,520,138,0.2653846153846154,146
202608325,experiments/stringmol/runs/global-positive-control/mixed/seed_202608325,1200,688,181,0.26308139534883723,146
202608325,experiments/stringmol/runs/global-positive-control/mixed/seed_202608325,1300,713,233,0.3267882187938289,146
202608325,experiments/stringmol/runs/global-positive-control/mixed/seed_202608325,1400,907,291,0.32083792723263505,146
202608325,experiments/stringmol/runs/global-positive-control/mixed/seed_202608325,1500,914,325,0.35557986870897157,146
202608325,experiments/stringmol/runs/global-positive-control/mixed/seed_202608325,1600,1083,489,0.4515235457063712,146
