seed,patch_uptake_moran,patch_uptake_cv,patch_tape_energy_moran,uniform_uptake_moran,uniform_uptake_cv,uniform_tape_energy_moran,uptake_moran_effect,uptake_cv_effect,tape_energy_moran_effect
202609230,0.800748246881784,0.6375983943437115,0.5918430528245442,0.35970753701416486,0.24603888430092258,0.05837326799536185,0.4410407098676192,0.3915595100427889,0.5334697848291824
202609231,0.7073188975425939,0.5795392913994037,0.6029716636735031,0.5223543849814816,0.22200435515783076,0.04388664516462502,0.18496451256111235,0.35753493624157295,0.559085018508878
202609232,0.8135176720604788,0.6482106833311884,0.5897735661390348,0.35805802365460215,0.25877586693264315,0.02617313973189937,0.4554596484058766,0.3894348163985452,0.5636004264071354
202609233,0.7158872841055609,0.6926017859478025,0.566314151049968,0.35714239172165957,0.2546234020801148,0.04677700490787591,0.35874489238390134,0.4379783838676877,0.519537146142092
202609234,0.7791669981227997,0.5994678637529033,0.5864713221655911,0.37110342972397065,0.20452352295739099,0.039948209396707596,0.408063568398829,0.3949443407955123,0.5465231127688834
