run_dir,seed,dissolution_rate,reseed_rate,successful_exit,invariant_failures,conserved,max_conservation_residual,minimum_tapes,late_mean_occupied_fraction,longest_clogged_ticks,late_active_interaction_fraction,late_successful_writes,dissolutions,placements,late_pool_changes,mechanically_feasible,final_snapshot_tick,final_tapes,final_unique_hashes,neighbor_identity_excess,neighbor_identity_p,q1_beta,q1_beta_null_mean,q1_beta_excess,q1_beta_p,byte_snapshot_tick,neighbor_byte_identity_excess,neighbor_byte_identity_p,opcode_q1_beta_excess,opcode_q1_beta_p,energy_influx_rate,max_relative_energy_error,final_field_energy,final_tape_energy,final_mean_tape_energy,final_dissipated_energy,final_cumulative_influx,dissipated_fraction,starvation_deaths,energy_feasible
sweeps/stage3_organization_diagnostic/runs/20260907T052342.060622Z_222dee5b8b78_202609170,202609170,1e-05,1e-05,True,0,True,0,791,0.77359765625,0,1.0,161299,34,7,499,True,4900,791,791,0.0,1.0,238.71842808088527,238.71842808088527,0.0,1.0,4000,0.0012406734213705837,0.05,0.08449163506973356,0.3,1024.0,1.4901161193847657e-11,76182.6352174145,3797.1399999998575,4.794368686868507,5040020.224706292,5120000.0,0.9843789501379477,0,True
sweeps/stage3_organization_diagnostic/runs/20260907T052342.063477Z_423d9ea5d95d_202609171,202609171,1e-05,1e-05,True,0,True,0,794,0.777123046875,0,1.0,191528,36,11,499,True,4900,795,795,0.0,1.0,237.8716597666533,237.87165976665332,-2.842170943040401e-14,1.0,4000,0.002226506716062668,0.05,-0.0075460281802026685,0.6,1024.0,1.535754563519731e-11,75319.97467102729,3681.1499999998687,4.63620906800991,5040998.875250342,5120000.0,0.9845700928223324,0,True
sweeps/stage3_organization_diagnostic/runs/20260907T052342.064528Z_f41b5abbaa50_202609172,202609172,1e-05,1e-05,True,0,True,0,793,0.777169921875,0,1.0,154223,37,11,499,True,4900,794,794,0.0,1.0,236.65015015014967,236.6501501501497,-2.842170943040401e-14,1.0,4000,0.0012845204631746756,0.05,0.009384741169128574,0.35,1024.0,1.831140252761543e-11,78145.77900290734,4276.729999999904,5.393102143757759,5037577.490903338,5120000.0,0.9839018536920583,0,True
