run_dir,seed,radius,distance,mean_js_similarity
sweeps/phase2_functional_distance/runs/20260906T063252.782306Z_da12dadccade_202609084,202609084,8,10,0.9283686632766857
sweeps/phase2_functional_distance/runs/20260906T063252.782306Z_da12dadccade_202609084,202609084,8,11,0.9284248753469281
sweeps/phase2_functional_distance/runs/20260906T063252.782306Z_da12dadccade_202609084,202609084,8,12,0.9277807182848875
sweeps/phase2_functional_distance/runs/20260906T063252.782306Z_da12dadccade_202609084,202609084,8,13,0.9280008921936637
sweeps/phase2_functional_distance/runs/20260906T063252.782306Z_da12dadccade_202609084,202609084,8,14,0.9277623341017238
sweeps/phase2_functional_distance/runs/20260906T063252.782306Z_da12dadccade_202609084,202609084,8,15,0.9280015603820266
sweeps/phase2_functional_distance/runs/20260906T063252.782306Z_da12dadccade_202609084,202609084,8,16,0.9278673699144216
sweeps/phase2_functional_distance/runs/20260906T063252.783724Z_1d6ae3f56b6d_202609085,202609085,8,1,0.9146730079485693
sweeps/phase2_functional_distance/runs/20260906T063252.783724Z_1d6ae3f56b6d_202609085,202609085,8,2,0.9159251036786499
sweeps/phase2_functional_distance/runs/20260906T063252.783724Z_1d6ae3f56b6d_202609085,202609085,8,3,0.9160435238744498
sweeps/phase2_functional_distance/runs/20260906T063252.783724Z_1d6ae3f56b6d_202609085,202609085,8,4,0.9159624807064444
sweeps/phase2_functional_distance/runs/20260906T063252.783724Z_1d6ae3f56b6d_202609085,202609085,8,5,0.915845781872431
sweeps/phase2_functional_distance/runs/20260906T063252.783724Z_1d6ae3f56b6d_202609085,202609085,8,6,0.9168817778637592
sweeps/phase2_functional_distance/runs/20260906T063252.783724Z_1d6ae3f56b6d_202609085,202609085,8,7,0.9161518193963255
sweeps/phase2_functional_distance/runs/20260906T063252.783724Z_1d6ae3f56b6d_202609085,202609085,8,8,0.9155598794125149
sweeps/phase2_functional_distance/runs/20260906T063252.783724Z_1d6ae3f56b6d_202609085,202609085,8,9,0.9152674673635578
sweeps/phase2_functional_distance/runs/20260906T063252.783724Z_1d6ae3f56b6d_202609085,202609085,8,10,0.9153584503237638
sweeps/phase2_functional_distance/runs/20260906T063252.783724Z_1d6ae3f56b6d_202609085,202609085,8,11,0.9152483288840825
sweeps/phase2_functional_distance/runs/20260906T063252.783724Z_1d6ae3f56b6d_202609085,202609085,8,12,0.9156807431898086
sweeps/phase2_functional_distance/runs/20260906T063252.783724Z_1d6ae3f56b6d_202609085,202609085,8,13,0.9150311973800783
sweeps/phase2_functional_distance/runs/20260906T063252.783724Z_1d6ae3f56b6d_202609085,202609085,8,14,0.9153764891041795
sweeps/phase2_functional_distance/runs/20260906T063252.783724Z_1d6ae3f56b6d_202609085,202609085,8,15,0.9154489558923331
sweeps/phase2_functional_distance/runs/20260906T063252.783724Z_1d6ae3f56b6d_202609085,202609085,8,16,0.9149107192121744
sweeps/phase2_functional_distance/runs/20260906T063252.783721Z_26e3d86691d8_202609086,202609086,8,1,0.9154483900813661
sweeps/phase2_functional_distance/runs/20260906T063252.783721Z_26e3d86691d8_202609086,202609086,8,2,0.9147257178666129
sweeps/phase2_functional_distance/runs/20260906T063252.783721Z_26e3d86691d8_202609086,202609086,8,3,0.9138574413529217
sweeps/phase2_functional_distance/runs/20260906T063252.783721Z_26e3d86691d8_202609086,202609086,8,4,0.913375215215833
sweeps/phase2_functional_distance/runs/20260906T063252.783721Z_26e3d86691d8_202609086,202609086,8,5,0.913676723572254
sweeps/phase2_functional_distance/runs/20260906T063252.783721Z_26e3d86691d8_202609086,202609086,8,6,0.9147052896561864
sweeps/phase2_functional_distance/runs/20260906T063252.783721Z_26e3d86691d8_202609086,202609086,8,7,0.9129948593942497
sweeps/phase2_functional_distance/runs/20260906T063252.783721Z_26e3d86691d8_202609086,202609086,8,8,0.9138733410883798
sweeps/phase2_functional_distance/runs/20260906T063252.783721Z_26e3d86691d8_202609086,202609086,8,9,0.9133075352341041
sweeps/phase2_functional_distance/runs/20260906T063252.783721Z_26e3d86691d8_202609086,202609086,8,10,0.9133255420018466
sweeps/phase2_functional_distance/runs/20260906T063252.783721Z_26e3d86691d8_202609086,202609086,8,11,0.9134220801216414
sweeps/phase2_functional_distance/runs/20260906T063252.783721Z_26e3d86691d8_202609086,202609086,8,12,0.9131477365646039
sweeps/phase2_functional_distance/runs/20260906T063252.783721Z_26e3d86691d8_202609086,202609086,8,13,0.9128820364979972
sweeps/phase2_functional_distance/runs/20260906T063252.783721Z_26e3d86691d8_202609086,202609086,8,14,0.913899596888513
sweeps/phase2_functional_distance/runs/20260906T063252.783721Z_26e3d86691d8_202609086,202609086,8,15,0.9128724534607034
sweeps/phase2_functional_distance/runs/20260906T063252.783721Z_26e3d86691d8_202609086,202609086,8,16,0.9134720177866278
sweeps/phase2_functional_distance/runs/20260906T063252.783781Z_70492e000c21_202609087,202609087,8,1,0.9229422115381261
sweeps/phase2_functional_distance/runs/20260906T063252.783781Z_70492e000c21_202609087,202609087,8,2,0.9233699618662579
sweeps/phase2_functional_distance/runs/20260906T063252.783781Z_70492e000c21_202609087,202609087,8,3,0.9238312235056305
sweeps/phase2_functional_distance/runs/20260906T063252.783781Z_70492e000c21_202609087,202609087,8,4,0.9230222078166763
sweeps/phase2_functional_distance/runs/20260906T063252.783781Z_70492e000c21_202609087,202609087,8,5,0.9241790225168487
sweeps/phase2_functional_distance/runs/20260906T063252.783781Z_70492e000c21_202609087,202609087,8,6,0.92320433408034
sweeps/phase2_functional_distance/runs/20260906T063252.783781Z_70492e000c21_202609087,202609087,8,7,0.9234736181016094
sweeps/phase2_functional_distance/runs/20260906T063252.783781Z_70492e000c21_202609087,202609087,8,8,0.9232969133506811
sweeps/phase2_functional_distance/runs/20260906T063252.783781Z_70492e000c21_202609087,202609087,8,9,0.9234517339406002
sweeps/phase2_functional_distance/runs/20260906T063252.783781Z_70492e000c21_202609087,202609087,8,10,0.9233892848891939
sweeps/phase2_functional_distance/runs/20260906T063252.783781Z_70492e000c21_202609087,202609087,8,11,0.923154543479841
sweeps/phase2_functional_distance/runs/20260906T063252.783781Z_70492e000c21_202609087,202609087,8,12,0.9231737733054892
sweeps/phase2_functional_distance/runs/20260906T063252.783781Z_70492e000c21_202609087,202609087,8,13,0.9231817398867488
sweeps/phase2_functional_distance/runs/20260906T063252.783781Z_70492e000c21_202609087,202609087,8,14,0.9236881121329178
sweeps/phase2_functional_distance/runs/20260906T063252.783781Z_70492e000c21_202609087,202609087,8,15,0.923245789633608
sweeps/phase2_functional_distance/runs/20260906T063252.783781Z_70492e000c21_202609087,202609087,8,16,0.9232321645421554
sweeps/phase2_functional_distance/runs/20260906T063252.783895Z_df9f475b4938_202609088,202609088,8,1,0.9335403211922759
sweeps/phase2_functional_distance/runs/20260906T063252.783895Z_df9f475b4938_202609088,202609088,8,2,0.932765787374812
sweeps/phase2_functional_distance/runs/20260906T063252.783895Z_df9f475b4938_202609088,202609088,8,3,0.9329780891574729
sweeps/phase2_functional_distance/runs/20260906T063252.783895Z_df9f475b4938_202609088,202609088,8,4,0.9326400990465663
sweeps/phase2_functional_distance/runs/20260906T063252.783895Z_df9f475b4938_202609088,202609088,8,5,0.9326992984543985
sweeps/phase2_functional_distance/runs/20260906T063252.783895Z_df9f475b4938_202609088,202609088,8,6,0.9320021686763391
sweeps/phase2_functional_distance/runs/20260906T063252.783895Z_df9f475b4938_202609088,202609088,8,7,0.9324517561923964
sweeps/phase2_functional_distance/runs/20260906T063252.783895Z_df9f475b4938_202609088,202609088,8,8,0.9325404856867654
sweeps/phase2_functional_distance/runs/20260906T063252.783895Z_df9f475b4938_202609088,202609088,8,9,0.9326202103751707
sweeps/phase2_functional_distance/runs/20260906T063252.783895Z_df9f475b4938_202609088,202609088,8,10,0.9321101635982407
sweeps/phase2_functional_distance/runs/20260906T063252.783895Z_df9f475b4938_202609088,202609088,8,11,0.9320383336073537
sweeps/phase2_functional_distance/runs/20260906T063252.783895Z_df9f475b4938_202609088,202609088,8,12,0.9322935885482553
sweeps/phase2_functional_distance/runs/20260906T063252.783895Z_df9f475b4938_202609088,202609088,8,13,0.9322522382790308
sweeps/phase2_functional_distance/runs/20260906T063252.783895Z_df9f475b4938_202609088,202609088,8,14,0.9321544406027613
sweeps/phase2_functional_distance/runs/20260906T063252.783895Z_df9f475b4938_202609088,202609088,8,15,0.9321378484792677
sweeps/phase2_functional_distance/runs/20260906T063252.783895Z_df9f475b4938_202609088,202609088,8,16,0.9324605461701305
sweeps/phase2_functional_distance/runs/20260906T063252.783843Z_a63fa1a0790a_202609089,202609089,8,1,0.9299291962017726
sweeps/phase2_functional_distance/runs/20260906T063252.783843Z_a63fa1a0790a_202609089,202609089,8,2,0.9289441965859792
sweeps/phase2_functional_distance/runs/20260906T063252.783843Z_a63fa1a0790a_202609089,202609089,8,3,0.9292500872871966
sweeps/phase2_functional_distance/runs/20260906T063252.783843Z_a63fa1a0790a_202609089,202609089,8,4,0.9299711692935723
sweeps/phase2_functional_distance/runs/20260906T063252.783843Z_a63fa1a0790a_202609089,202609089,8,5,0.9292917701615674
sweeps/phase2_functional_distance/runs/20260906T063252.783843Z_a63fa1a0790a_202609089,202609089,8,6,0.9293166304444684
sweeps/phase2_functional_distance/runs/20260906T063252.783843Z_a63fa1a0790a_202609089,202609089,8,7,0.929216786065438
sweeps/phase2_functional_distance/runs/20260906T063252.783843Z_a63fa1a0790a_202609089,202609089,8,8,0.9296022680488751
sweeps/phase2_functional_distance/runs/20260906T063252.783843Z_a63fa1a0790a_202609089,202609089,8,9,0.9287530204761157
sweeps/phase2_functional_distance/runs/20260906T063252.783843Z_a63fa1a0790a_202609089,202609089,8,10,0.9293636073102138
sweeps/phase2_functional_distance/runs/20260906T063252.783843Z_a63fa1a0790a_202609089,202609089,8,11,0.9288797449750439
sweeps/phase2_functional_distance/runs/20260906T063252.783843Z_a63fa1a0790a_202609089,202609089,8,12,0.9294956120596508
sweeps/phase2_functional_distance/runs/20260906T063252.783843Z_a63fa1a0790a_202609089,202609089,8,13,0.9288595634900743
sweeps/phase2_functional_distance/runs/20260906T063252.783843Z_a63fa1a0790a_202609089,202609089,8,14,0.9287806109700237
sweeps/phase2_functional_distance/runs/20260906T063252.783843Z_a63fa1a0790a_202609089,202609089,8,15,0.929007693619488
sweeps/phase2_functional_distance/runs/20260906T063252.783843Z_a63fa1a0790a_202609089,202609089,8,16,0.9285206786261089
