radius,runs,feasible,conserved,invariant_failures,median_occupancy,mean_mantel_rho,significant_mantel,mean_decay_strength,mean_decay_excess,significant_decay,mean_neighbor_js_excess
1,10,10,True,0,0.7693515625,0.2714675835555829,10,0.00019968579087003288,0.00019975880951338582,10,0.006036560125413715
8,10,10,True,0,0.7697421875,0.2975739409848469,10,6.510103276630437e-05,6.496318311700391e-05,6,0.0006447400757079614
