radius,runs,feasible,conserved,invariant_failures,median_occupancy,mean_js_similarity,mean_js_null,mean_js_excess,median_within_run_p,positive_js_excess,mean_byte_excess,mean_ordered_beta8_excess,mean_unique_fraction,mean_singleton_fraction
1,10,10,True,0,0.7726162109375,0.9421565806464999,0.9360075239683889,0.006149056678111109,0.001,10,0.00546459978277743,0.03806290768492726,0.7397374178819751,0.6576413645796075
8,10,10,True,0,0.7709765625,0.925481592783675,0.9245059481171672,0.0009756446665077911,0.16049999999999998,10,0.0015259392589254284,0.027504282457923246,0.9200848651244223,0.8844713355019262
