epoch,elapsed_seconds,character_reads,byte_entropy,brotli_size,compressed_bpb,high_order_entropy,dominant_tape_count,dominant_tape_fraction,distinct_tapes
1,1.9153788341209292,9960830,7.99990529336794,2097156,8.000015258789062,-0.00010996542112273744,1,3.0517578125e-05,32768
101,2.199333959026262,961452804,7.998956626451015,2059130,7.854957580566406,0.143999045884609,2,6.103515625e-05,32767
201,2.4850398341659456,1887259025,7.996748043520605,2032436,7.7531280517578125,0.2436199917627926,1,3.0517578125e-05,32768
301,2.7675410001538694,2806324859,7.9934137824495455,2015006,7.686637878417969,0.30677590403157673,2,6.103515625e-05,32767
401,3.0486374590545893,3718099982,7.987486493087038,2001795,7.636241912841797,0.3512445802452415,2,6.103515625e-05,32766
501,3.3284192502032965,4611536248,7.980122537067272,1987550,7.581901550292969,0.3982209867743034,2,6.103515625e-05,32766
601,3.6053938751574606,5490782346,7.970269204938486,1976118,7.538291931152344,0.43197727378614204,5,0.000152587890625,32762
701,3.886590708978474,6371019745,7.959829936477094,1966691,7.502330780029297,0.45749915644779726,3,9.1552734375e-05,32764
801,4.167919584084302,7246020800,7.949067678278246,1961635,7.483043670654297,0.46602400762394947,6,0.00018310546875,32762
901,4.44936166703701,8113852422,7.940255522460722,1963111,7.488674163818359,0.45158135864236293,2,6.103515625e-05,32766
1001,4.730644250055775,8984249146,7.928039281868805,1965130,7.496376037597656,0.43166324427114855,2,6.103515625e-05,32764
1101,5.014123917091638,9866135874,7.913504154569259,1964033,7.492191314697266,0.42131283987199364,2,6.103515625e-05,32766
1201,5.300587499979883,10748964213,7.9011173955149605,1963711,7.490962982177734,0.41015441333722613,2,6.103515625e-05,32765
1301,5.590090709039941,11639231573,7.890349041266507,1968727,7.510097503662109,0.3802515376043978,3,9.1552734375e-05,32765
1401,5.880993709200993,12537679960,7.877648350060555,1967468,7.5052947998046875,0.3723535502558679,2,6.103515625e-05,32766
1501,6.199210250051692,13453816936,7.865260810518116,1968049,7.507511138916016,0.35774967160210025,4,0.0001220703125,32762
1601,6.498231042176485,14380366544,7.848585149504667,1968663,7.509853363037109,0.33873178646755786,1,3.0517578125e-05,32768
1701,6.795794375007972,15315277300,7.832831961652124,1967832,7.506683349609375,0.3261486120427488,2,6.103515625e-05,32767
1801,7.097777625080198,16243452094,7.8149311642005355,1968224,7.5081787109375,0.30675245326303546,1,3.0517578125e-05,32768
1901,7.395860000047833,17166821185,7.80233908483474,1969668,7.5136871337890625,0.28865195104567754,2,6.103515625e-05,32767
2001,7.697122959187254,18094296062,7.786754144372665,1971882,7.522132873535156,0.26462127083750886,2,6.103515625e-05,32765
2101,8.001900583971292,19033643356,7.771637659098893,1974565,7.532367706298828,0.2392699528000648,2,6.103515625e-05,32764
2201,8.306394000072032,19982923631,7.753443655149318,1972144,7.52313232421875,0.23031133093056777,2,6.103515625e-05,32767
2301,8.61669204197824,20945759505,7.738777569282195,1971798,7.521812438964844,0.21696513031735165,1,3.0517578125e-05,32768
2401,8.931963875191286,21925768206,7.730411028013817,1974161,7.530826568603516,0.19958445941030156,2,6.103515625e-05,32767
2501,9.24629379203543,22914659554,7.718190826160112,1974417,7.531803131103516,0.18638769505659614,1,3.0517578125e-05,32768
2601,9.564929499989375,23909963910,7.708242166520533,1977288,7.542755126953125,0.16548703956740773,3,9.1552734375e-05,32766
2701,9.886883459053934,24906633007,7.699066090970357,1975986,7.537788391113281,0.16127769985707552,1,3.0517578125e-05,32768
