epoch,elapsed_seconds,character_reads,byte_entropy,brotli_size,compressed_bpb,high_order_entropy,dominant_tape_count,dominant_tape_fraction,distinct_tapes
1,1.9457013751380146,9823089,7.999902563148014,2097251,8.000377655029297,-0.00047509188128280755,1,3.0517578125e-05,32768
101,2.271014291094616,940849834,7.998864014297444,2061198,7.862846374511719,0.13601763978572556,1,3.0517578125e-05,32768
201,2.590627250028774,1847352876,7.996717245435338,2033418,7.756874084472656,0.23984316096268188,2,6.103515625e-05,32766
301,2.9109960000496358,2754700672,7.993816462545586,2017920,7.69775390625,0.29606255629558564,2,6.103515625e-05,32767
401,3.1893815831281245,3659806033,7.98846871431668,2007295,7.657222747802734,0.33124596651394533,1,3.0517578125e-05,32768
501,3.466786833014339,4558347706,7.980778989889259,1999369,7.626987457275391,0.35379153261386875,2,6.103515625e-05,32765
601,3.7441880831029266,5441280642,7.972739356427969,1992215,7.599697113037109,0.37304224339085934,2,6.103515625e-05,32764
701,4.025745915947482,6316172750,7.96512948573317,1991530,7.597084045410156,0.368045440323014,3,9.1552734375e-05,32762
801,4.301497749984264,7186118259,7.954895197231474,1991047,7.595241546630859,0.35965365060061494,5,0.000152587890625,32761
901,4.58102308306843,8061296543,7.945849971424773,1992824,7.602020263671875,0.34382970775289756,3,9.1552734375e-05,32764
1001,4.859411207959056,8934328825,7.935692861564494,1992527,7.600887298583984,0.33480556298050956,3,9.1552734375e-05,32766
1101,5.143289207946509,9810519890,7.925873885014006,1993843,7.605907440185547,0.3199664448284594,2,6.103515625e-05,32765
1201,5.423385583097115,10677851622,7.914396097523815,1994335,7.607784271240234,0.3066118262835804,4,0.0001220703125,32760
1301,5.720936290919781,11533218868,7.904583127134048,1992500,7.6007843017578125,0.30379882537623537,2,6.103515625e-05,32765
1401,6.002354541094974,12388394855,7.891203855147439,1989554,7.589546203613281,0.3016576515341578,2,6.103515625e-05,32766
1501,6.281911124940962,13237484717,7.876624432583058,1986341,7.577289581298828,0.29933485128422976,4,0.0001220703125,32764
