epoch,elapsed_seconds,character_reads,byte_entropy,brotli_size,compressed_bpb,high_order_entropy,dominant_tape_count,dominant_tape_fraction,distinct_tapes
1,2.7710241249296814,1361134,7.99924227356333,262151,8.000213623046875,-0.0009713494835450476,1,0.000244140625,4096
101,2.8677079579792917,126628722,7.996921184504132,257619,7.861907958984375,0.13501322551975736,1,0.000244140625,4096
201,2.96196600003168,241261619,7.99386923449084,255017,7.782501220703125,0.2113680137877152,1,0.000244140625,4096
301,3.0532849999144673,352061464,7.9896405165500495,253772,7.7445068359375,0.24513368061254948,1,0.000244140625,4096
401,3.147876540897414,462918449,7.985654139633626,253194,7.72686767578125,0.2587864638523758,1,0.000244140625,4096
501,3.2393794159870595,570962699,7.980536601004005,252550,7.70721435546875,0.27332224553525464,1,0.000244140625,4096
601,3.332709207898006,679081779,7.973140712387364,250925,7.657623291015625,0.3155174213717391,1,0.000244140625,4096
701,3.424892332870513,786042605,7.963772045819514,250506,7.64483642578125,0.31893562003826403,1,0.000244140625,4096
801,3.517716582864523,887654146,7.952724492069741,250005,7.629547119140625,0.3231773729291163,1,0.000244140625,4096
901,3.6113657080568373,992770456,7.94586378779202,250416,7.64208984375,0.3037739440420202,1,0.000244140625,4096
1001,3.703112040879205,1097104828,7.938858059081076,249825,7.624053955078125,0.3148041040029508,1,0.000244140625,4096
1101,3.7922471249476075,1204210274,7.923368234160564,249011,7.599212646484375,0.3241555876761888,1,0.000244140625,4096
1201,3.8877706250641495,1309541204,7.910377584561247,248135,7.572479248046875,0.33789833651437196,1,0.000244140625,4096
1301,3.980287999846041,1415478258,7.903215664446872,248241,7.575714111328125,0.32750155311874707,1,0.000244140625,4096
1401,4.07409608294256,1521416401,7.8997868376395335,249714,7.62066650390625,0.2791203337332835,1,0.000244140625,4096
1501,4.167136957868934,1626683005,7.888834096855776,249523,7.614837646484375,0.27399645037140097,1,0.000244140625,4096
1601,4.258293707855046,1732098070,7.878863415244445,248612,7.5870361328125,0.291827282431945,1,0.000244140625,4096
1701,4.351078874897212,1839152996,7.8701890167814375,248955,7.597503662109375,0.27268535467206245,1,0.000244140625,4096
1801,4.445844250032678,1950437309,7.8544620428441,248192,7.57421875,0.28024329284409966,1,0.000244140625,4096
1901,4.542617250001058,2059823932,7.837752090479009,248054,7.57000732421875,0.2677447662602592,1,0.000244140625,4096
2001,4.637942540924996,2171370271,7.826387009172954,245832,7.502197265625,0.3241897435479544,1,0.000244140625,4096
2101,4.735813915962353,2288122644,7.800984672997364,244604,7.4647216796875,0.3362629933098642,1,0.000244140625,4096
2201,4.828158125048503,2404805203,7.792901178651207,245945,7.505645751953125,0.28725542669808224,1,0.000244140625,4096
2301,4.923586125019938,2525345722,7.781885480836848,245771,7.500335693359375,0.2815497874774726,1,0.000244140625,4096
2401,5.020910833030939,2641719487,7.776962724004801,246492,7.5223388671875,0.25462385681730115,1,0.000244140625,4096
2501,5.119089040905237,2760448389,7.777081190933168,246746,7.53009033203125,0.24699085890191785,1,0.000244140625,4096
2601,5.216938375029713,2879949326,7.763566573684921,246856,7.533447265625,0.23011930805992087,1,0.000244140625,4096
2701,5.317820166004822,3000751545,7.747395604922867,246662,7.52752685546875,0.21986874945411738,1,0.000244140625,4096
2801,5.414792665978894,3122034676,7.74031372174689,246251,7.514984130859375,0.22532959088751525,1,0.000244140625,4096
2901,5.516017665853724,3248117121,7.716418553343068,245535,7.493133544921875,0.22328500842119325,1,0.000244140625,4096
3001,5.612345832865685,3377238625,7.700615322979839,244529,7.462432861328125,0.2381824616517143,1,0.000244140625,4096
3101,5.7153934999369085,3515736799,7.6925840998778865,244338,7.45660400390625,0.2359800959716365,1,0.000244140625,4096
3201,5.818221125053242,3656220518,7.695011669305225,245342,7.48724365234375,0.20776801696147462,1,0.000244140625,4096
3301,5.923273790860549,3797924844,7.702399985937772,245571,7.494232177734375,0.2081678082033971,1,0.000244140625,4096
3401,6.029856415931135,3941945343,7.6938249773446685,244710,7.46795654296875,0.22586843437591853,2,0.00048828125,4095
3501,6.136511290911585,4089694467,7.685262210541023,244965,7.475738525390625,0.20952368515039765,1,0.000244140625,4096
3601,6.245170000009239,4240755541,7.674695472893752,245394,7.48883056640625,0.18586490648750242,1,0.000244140625,4096
3701,6.350391665939242,4392641889,7.660149994236682,245065,7.478790283203125,0.18135971103355697,1,0.000244140625,4096
3801,6.455987790832296,4540137224,7.652106097600409,244951,7.475311279296875,0.17679481830353438,1,0.000244140625,4096
3901,6.562550332862884,4687916396,7.6431188651894955,244332,7.4564208984375,0.18669796675199546,1,0.000244140625,4096
4001,6.669980125036091,4839770185,7.633883331210481,245056,7.478515625,0.15536770621048124,1,0.000244140625,4096
4101,6.777049541007727,4990759656,7.634521355362993,245404,7.4891357421875,0.1453856131754927,1,0.000244140625,4096
4201,6.889330249978229,5142160908,7.636356315453358,246109,7.510650634765625,0.1257056806877328,1,0.000244140625,4096
4301,6.997463082894683,5295968847,7.632660532075217,246048,7.5087890625,0.12387146957521722,1,0.000244140625,4096
4401,7.103573582833633,5448817570,7.621766738627219,246095,7.510223388671875,0.11154334995534398,1,0.000244140625,4096
4501,7.210672915913165,5598649118,7.611148830058431,246069,7.509429931640625,0.1017188984178059,1,0.000244140625,4096
4601,7.319883165881038,5748786510,7.6141975175916485,246749,7.530181884765625,0.08401563282602353,1,0.000244140625,4096
4701,7.4311327079776675,5901615859,7.607266533350586,246097,7.510284423828125,0.096982109522461,1,0.000244140625,4096
4801,7.539904499892145,6054788762,7.603020917007608,246066,7.50933837890625,0.0936825381013584,1,0.000244140625,4096
4901,7.646810624981299,6205731317,7.6033346401597015,246246,7.51483154296875,0.08850309719095151,1,0.000244140625,4096
5001,7.757277082884684,6359348695,7.587089048134648,246117,7.510894775390625,0.07619427274402302,1,0.000244140625,4096
5101,7.8653496250044554,6520837216,7.589135699164,246020,7.5079345703125,0.08120112885150021,1,0.000244140625,4096
5201,7.974410540889949,6684957438,7.58535357231326,246566,7.52459716796875,0.06075640434451035,1,0.000244140625,4096
5301,8.085695749847218,6847413123,7.580112997271831,246366,7.51849365234375,0.06161934492808108,1,0.000244140625,4096
5401,8.199057250050828,7010479700,7.57728673641473,246449,7.521026611328125,0.05626012508660505,1,0.000244140625,4096
5501,8.311740665929392,7177921763,7.569764449143854,245713,7.498565673828125,0.07119877531572882,1,0.000244140625,4096
5601,8.425893499981612,7347371415,7.5748323745562915,245444,7.4903564453125,0.08447592924379155,1,0.000244140625,4096
5701,8.538897291058674,7516089562,7.572239726792906,244990,7.47650146484375,0.09573826194915558,1,0.000244140625,4096
5801,8.65241212490946,7682132769,7.543115214524876,244033,7.447296142578125,0.09581907194675132,1,0.000244140625,4096
5901,8.762893083039671,7852655346,7.538892024766693,244538,7.46270751953125,0.07618450523544329,1,0.000244140625,4096
6001,8.877377124968916,8021830061,7.536820507618573,244604,7.4647216796875,0.07209882793107258,1,0.000244140625,4096
6101,8.994194249855354,8192564645,7.54037040606343,244500,7.4615478515625,0.07882255450093023,1,0.000244140625,4096
6201,9.109046790981665,8365098146,7.541079076630355,244717,7.468170166015625,0.07290891061473026,1,0.000244140625,4096
6301,9.223458250053227,8538545764,7.5078823806859045,243299,7.424896240234375,0.08298614045152952,1,0.000244140625,4096
6401,9.339661458041519,8712663008,7.5062651279794625,243550,7.43255615234375,0.07370897563571255,1,0.000244140625,4096
6501,9.452434582868591,8886248151,7.508522471116438,243771,7.439300537109375,0.06922193400706256,1,0.000244140625,4096
6601,9.569270082982257,9064047994,7.502623686229526,243614,7.43450927734375,0.06811440888577636,1,0.000244140625,4096
6701,9.684018332976848,9241423684,7.507524335756648,243594,7.43389892578125,0.07362540997539835,1,0.000244140625,4096
6801,9.79949504090473,9419631529,7.513137419345065,244247,7.453826904296875,0.05931051504818985,1,0.000244140625,4096
6901,9.914558874908835,9594756228,7.51309827902659,244234,7.45343017578125,0.059668103245339665,1,0.000244140625,4096
7001,10.027988124871626,9770718237,7.510496949858741,244577,7.463897705078125,0.046599244780615834,1,0.000244140625,4096
7101,10.142431249842048,9943744693,7.520674522808536,244481,7.460968017578125,0.059706505230410656,1,0.000244140625,4096
7201,10.25652491603978,10110901179,7.503895449177926,244094,7.44915771484375,0.05473773433417595,1,0.000244140625,4096
7301,10.370141125051305,10277818333,7.498750435237617,244097,7.449249267578125,0.04950116765949186,1,0.000244140625,4096
7401,10.479274957906455,10439257639,7.486727833780224,243627,7.434906005859375,0.05182182792084866,1,0.000244140625,4096
7501,10.590879458002746,10600712603,7.4772960300816145,243478,7.43035888671875,0.046937143362864475,1,0.000244140625,4096
7601,10.70492091588676,10760124542,7.476016075525355,243415,7.428436279296875,0.0475797962284803,1,0.000244140625,4096
7701,10.816799707943574,10919849746,7.480143924539837,243675,7.436370849609375,0.043773074930461675,1,0.000244140625,4096
